callsign,contour_type,area,filename,lat,lon,frequency,power,region,state,city,owner
WCBY,day_2,0.39693468483164907,WCBY_2_D_as1.kml,45.6583333333333,-84.4900277777778,1240.0,1.0,Great Lakes,MI,CHEBOYGAN,"BLACK DIAMOND BROADCAST HOLDINGS, LLC"
WAZS,night_2,0.2405578067409806,WAZS_2_N_as1.kml,33.03275,-80.1999722222222,980.0,0.131,Southeast,SC,SUMMERVILLE,"NORSAN COMMUNICATIONS AND MANAGEMENT, INC."
WNAM,day_2,0.781706310226582,WNAM_2_D_as1.kml,44.10025,-88.534,1280.0,5.0,Great Lakes,WI,NEENAH-MENASHA,CUMULUS LICENSING LLC
WWBG,night_2,0.23178193345665932,WWBG_2_N_as1.kml,36.1502777777778,-79.9133333333333,1470.0,5.0,Southeast,NC,GREENSBORO,"Twin City Broadcasting Company, LLC"
KNMM,day_2,0.9223409709520638,KNMM_2_D_as1.kml,35.1322777777778,-106.62225,1150.0,0.105,Southwest,NM,ALBUQUERQUE,"SANGRE DE CRISTO BROADCASTING CO., INC."
WRTA,day_0.5,0.39179173309821635,WRTA_0.5_D_as3.kml,40.5072222222222,-78.4208333333333,1240.0,1.0,Great Lakes,PA,ALTOONA,LIGHTNER COMMUNICATIONS LLC
WGUY,day_0.5,0.3127929981565103,WGUY_0.5_D_as1.kml,44.8473055555556,-68.6786388888889,1230.0,0.64,Northeast,ME,VEAZIE,"PORT BROADCASTING, LLC"
KEEL,day_2,5.258219796232879,KEEL_2_D_as1.kml,32.6818055555556,-93.8596111111111,710.0,50.0,Gulf Coast,LA,SHREVEPORT,"Townsquare License, LLC"
WBLO,day_0.5,2.752562434063293,WBLO_0.5_D_as1.kml,35.9615277777778,-80.0366944444444,790.0,10.0,Southeast,NC,THOMASVILLE,WBLO/WIST-FM Operating LLC
WIBQ,day_0.5,1.2909014772158116,WIBQ_0.5_D_as1.kml,39.4891944444444,-87.4194722222222,1230.0,1.0,Great Lakes,IN,TERRE HAUTE,"MIDWEST COMMUNICATIONS, INC."
WICK,day_2,0.1325941727263853,WICK_2_D_as3.kml,41.4180555555556,-75.6619444444444,1400.0,1.0,Great Lakes,PA,SCRANTON,"BOLD GOLD MEDIA WBS, L.P."
KAZN,day_2,1.8655148707330227,KAZN_2_D_as1.kml,34.1188888888889,-118.082555555556,1300.0,23.0,California,CA,PASADENA,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KVCU,day_2,1.19473635207396,KVCU_2_D_as1.kml,39.9646944444445,-105.235833333333,1190.0,6.8,Rockies,CO,BOULDER,THE REGENTS OF THE UNIVERSITY OF COLORADO
WSAR,day_0.5,5.996624616440386,WSAR_0.5_D_as3.kml,41.723888888888894,-71.1891666666667,1480.0,5.0,Northeast,MA,FALL RIVER,"BRISTOL COUNTY BROADCASTING, INC."
WXBN,day_0.5,16.45342225569766,WXBN_0.5_D_as1.kml,25.7492777777778,-80.547,880.0,4.0,Southeast,FL,SWEETWATER,"IHM LICENSES, LLC"
WGRB,day_0.5,1.8245417131111026,WGRB_0.5_D_as1.kml,41.7369444444445,-87.7,1390.0,5.0,Great Lakes,IL,CHICAGO,"IHM LICENSES, LLC"
KARN,day_2,0.6356823054375127,KARN_2_D_as1.kml,34.7723055555556,-92.2459722222222,920.0,5.0,Mid-South,AR,LITTLE ROCK,"RADIO LICENSE HOLDING CBC, LLC"
KKLF,day_2,1.4126573377288878,KKLF_2_D_as1.kml,33.1215,-96.5822222222222,1700.0,5.0,Gulf Coast,TX,RICHARDSON,"CLARO COMMUNICATIONS, LTD."
KDZA,day_0.5,2.2766413036733866,KDZA_0.5_D_as1.kml,38.2777777777778,-104.654694444444,1230.0,1.0,Rockies,CO,PUEBLO,"Colorado Radio Marketing, LLC"
WBAA,day_0.5,4.424855189863592,WBAA_0.5_D_as1.kml,40.3413888888889,-86.8836111111111,920.0,5.0,Great Lakes,IN,WEST LAFAYETTE,"Metropolitan Indianapolis Public Media, Inc."
KZZJ,day_0.5,4.203496000496671,KZZJ_0.5_D_as3.kml,48.3538888888889,-99.9919444444444,1450.0,1.0,Upper Midwest,ND,RUGBY,"RUGBY BROADCASTERS, INC."
KNMM,day_0.5,3.00485434231814,KNMM_0.5_D_as1.kml,35.1322777777778,-106.62225,1150.0,0.105,Southwest,NM,ALBUQUERQUE,"SANGRE DE CRISTO BROADCASTING CO., INC."
WVSG,day_2,2.0522387792589143,WVSG_2_D_as1.kml,39.9092222222222,-83.0565833333333,820.0,0.79,Great Lakes,OH,COLUMBUS,"ST. GABRIEL RADIO, INC."
KAPE,day_0.5,1.1559124259511009,KAPE_0.5_D_as1.kml,37.2795,-89.5598055555556,1550.0,5.0,Mid-South,MO,CAPE GIRARDEAU,"WITHERS BROADCASTING COMPANY OF MISSOURI, LLC"
WRLL,day_2,0.3294940860942006,WRLL_2_D_as1.kml,41.8325277777778,-87.7056111111111,1450.0,1.0,Great Lakes,IL,CICERO,MIDWAY BROADCASTING CORPORATION
WLW,night_2,7.957680773339234,WLW_2_N_as3.kml,39.3530555555556,-84.325,700.0,50.0,Great Lakes,OH,CINCINNATI,"IHM LICENSES, LLC"
KATL,day_0.5,8.839492145460099,KATL_0.5_D_as1.kml,46.3961111111111,-105.778888888889,770.0,10.0,Rockies,MT,MILES CITY,STAR PRINTING COMPANY
WKAV,day_2,0.07671695400495082,WKAV_2_D_as3.kml,38.0302777777778,-78.4894444444444,1400.0,1.0,Mid-Atlantic,VA,CHARLOTTESVILLE,MONTICELLO MEDIA LLC
WBLO,night_2,0.8917992464848794,WBLO_2_N_as1.kml,35.9615277777778,-80.0366944444444,790.0,10.0,Southeast,NC,THOMASVILLE,WBLO/WIST-FM Operating LLC
KELD,day_2,0.11553815146908164,KELD_2_D_as3.kml,33.2373611111111,-92.6651666666667,1400.0,1.0,Mid-South,AR,EL DORADO,NOALMARK BROADCASTING CORPORATION
WSUA,day_0.5,44.093014261336066,WSUA_0.5_D_as1.kml,25.7731666666667,-80.4208888888889,1260.0,50.0,Southeast,FL,MIAMI,WSUA BROADCASTING CORPORATION
KXIC,night_2,0.9178911390481517,KXIC_2_N_as1.kml,41.6875277777778,-91.5443333333333,800.0,0.199,Plains,IA,IOWA CITY,"IHM LICENSES, LLC"
KLEM,night_2,0.6308491611853242,KLEM_2_N_as1.kml,42.8177777777778,-96.1633611111111,1410.0,0.05,Plains,IA,LE MARS,"POWELL BROADCASTING COMPANY, L.L.C."
WBT,night_2,1.0002956853131764,WBT_2_N_as1.kml,35.1322222222222,-80.8897222222222,1110.0,50.0,Southeast,NC,CHARLOTTE,"RADIO ONE OF NORTH CAROLINA, LLC"
WRJN,night_2,0.4499550376785919,WRJN_2_N_as3.kml,42.7105833333333,-87.8303611111111,1400.0,1.0,Great Lakes,WI,RACINE,"Civic Media, Inc."
KBNW,night_2,0.14968963351566344,KBNW_2_N_as1.kml,44.0797222222222,-121.282777777778,1340.0,1.0,Pacific Northwest,OR,BEND,"SUMMIT BROADCASTING GROUP, LLC"
KUTR,night_2,6.138348001986742,KUTR_2_N_as1.kml,40.3299444444445,-112.069944444444,820.0,50.0,Rockies,UT,TAYLORSVILLE,TRUTH BROADCASTING CORPORATION
KDAK,day_0.5,2.6640570535091683,KDAK_0.5_D_as1.kml,47.4286111111111,-99.0841666666667,1600.0,0.5,Upper Midwest,ND,CARRINGTON,"I3G MEDIA, INC."
KOAN,night_2,1.8992482591420412,KOAN_2_N_as3.kml,61.12,-149.895277777778,1080.0,10.0,Alaska,AK,ANCHORAGE,Iglesia Pentecostal Vispera del Fin
WNNC,day_0.5,0.28136952745262533,WNNC_0.5_D_as3.kml,35.6722222222222,-81.2366666666667,1230.0,1.0,Southeast,NC,NEWTON,"NEWTON-CONOVER COMMUNICATIONS, INC"
WSJC,day_0.5,8.223762323032133,WSJC_0.5_D_as1.kml,31.8666666666667,-89.6930555555556,810.0,0.5,Gulf Coast,MS,MAGEE,FAMILY TALK RADIO
WELM,night_2,0.2798630066681653,WELM_2_N_as1.kml,42.1197222222222,-76.8102777777778,1410.0,1.0,Northeast,NY,ELMIRA,"Radigan Broadcasting Group, LLC"
WRJD,day_0.5,0.6070061934296973,WRJD_0.5_D_as1.kml,36.0290277777778,-78.8497222222222,1410.0,5.0,Southeast,NC,DURHAM,TRUTH BROADCASTING CORPORATION
KTHS,day_0.5,1.4103598996298388,KTHS_0.5_D_as1.kml,36.36175,-93.5613055555556,1480.0,0.064,Mid-South,AR,GREEN FOREST,"CARROLL COUNTY BROADCASTING, INC."
KMYC,day_0.5,2.872581114526838,KMYC_0.5_D_as1.kml,39.13833333333329,-121.554166666667,1410.0,1.0,California,CA,MARYSVILLE,
KOEL,night_2,0.9621969540603459,KOEL_2_N_as1.kml,42.6558333333333,-91.9005555555556,950.0,0.5,Plains,IA,OELWEIN,"Townsquare License, LLC"
WVNZ,night_2,0.0498424579272978,WVNZ_2_N_as3.kml,37.5441666666667,-77.3463888888889,1450.0,0.96,Mid-Atlantic,VA,HIGHLAND SPRINGS,"MOBILE RADIO PARTNERS, INC."
KMUS,night_2,0.7210208766628057,KMUS_2_N_as1.kml,36.2664722222222,-95.9711111111111,1380.0,0.25,Plains,OK,SPERRY,RADIO LAS AMERICAS LLC
WNTS,day_2,0.4100701119750738,WNTS_2_D_as1.kml,39.7391666666667,-86.0913888888889,1590.0,0.5,Great Lakes,IN,BEECH GROVE,"CONTINENTAL BROADCAST GROUP, L.L.C."
WBKE,day_0.5,0.33620786399114877,WBKE_0.5_D_as3.kml,39.4719444444444,-80.1405555555556,1490.0,1.0,Mid-Atlantic,WV,FAIRMONT,Disruptor Radio LLC
WSIV,night_2,0.10380065662320703,WSIV_2_N_as1.kml,,,,,Unknown,,,
KLLK,day_2,0.3926815757295117,KLLK_2_D_as1.kml,39.3994444444444,-123.322222222222,1250.0,5.0,California,CA,WILLITS,"BICOASTAL MEDIA LICENSES, LLC"
WQLA,day_0.5,0.4576663904590532,WQLA_0.5_D_as1.kml,36.3672222222222,-84.1472222222222,960.0,1.0,Mid-South,TN,LA FOLLETTE,"CLINTON BROADCASTERS, INC."
WCIS,day_0.5,1.2305902992375195,WCIS_0.5_D_as1.kml,35.7945833333333,-81.7198333333333,760.0,3.5,Southeast,NC,MORGANTON,W.F.M. INCORPORATED
WFQY,day_2,0.15406578360125422,WFQY_2_D_as1.kml,32.2740277777778,-90.0136944444444,970.0,0.09,Gulf Coast,MS,BRANDON,"JACKSON RADIO, LLC"
WVON,day_2,0.6835736002540216,WVON_2_D_as1.kml,41.73725,-87.7011666666667,1690.0,1.0,Great Lakes,IL,BERWYN,"IHM LICENSES, LLC"
KWDF,day_2,1.8732584255631082,KWDF_2_D_as1.kml,31.3779722222222,-92.4743055555556,840.0,8.0,Gulf Coast,LA,BALL,CAPITAL CITY RADIO CORPORATION
WFJX,day_2,0.1480320687405765,WFJX_2_D_as1.kml,37.2684722222222,-79.9125277777778,910.0,0.084,Mid-Atlantic,VA,ROANOKE,"MAHON COMMUNICATIONS, INC."
WOCO,night_2,0.3541490819770843,WOCO_2_N_as1.kml,44.8919444444444,-87.955,1260.0,1.0,Great Lakes,WI,OCONTO,LAMARDO INC.
KAZZ,day_0.5,2.4179271426983178,KAZZ_0.5_D_as1.kml,37.8060833333333,-112.945222222222,1400.0,1.0,Rockies,UT,PAROWAN,"CANYON MEDIA GROUP, LLC"
KSGL,night_2,0.748365375911817,KSGL_2_N_as1.kml,37.6925277777778,-97.382,900.0,0.25,Plains,KS,WICHITA,"AGAPE COMMUNICATIONS, INC."
KLOG,night_2,0.11904998193494976,KLOG_2_N_as3.kml,46.1166666666667,-122.885277777778,1490.0,1.0,Pacific Northwest,WA,KELSO,"WASHINGTON INTERSTATE BROADCASTING COMPANY, INC."
WTNK,day_0.5,0.6976737407967448,WTNK_0.5_D_as1.kml,36.3881111111111,-86.1652777777778,1090.0,1.0,Mid-South,TN,HARTSVILLE,"FUN MEDIA GROUP OF TENNESSEE, LLC"
KTNF,night_2,0.2887680879794061,KTNF_2_N_as1.kml,44.8688611111111,-93.4199444444445,950.0,1.0,Upper Midwest,MN,ST. LOUIS PARK,JR Broadcasting LLC
WHIR,day_0.5,0.6153304665349424,WHIR_0.5_D_as1.kml,37.6739722222222,-84.7657777777778,1230.0,1.0,Mid-South,KY,DANVILLE,HOMETOWN BROADCASTNG OF DANVILLE INC
WINS,day_2,6.458128286176361,WINS_2_D_as1.kml,40.804,-74.10625,1010.0,50.0,Northeast,NY,NEW YORK,"Audacy License, LLC"
WPTT,day_2,0.15401458402629942,WPTT_2_D_as1.kml,43.28,-88.3838888888889,1540.0,0.5,Great Lakes,WI,HARTFORD,"TOMSUN MEDIA, LLC"
WRMT,day_2,0.04602921474725008,WRMT_2_D_as3.kml,35.9325,-77.8302777777778,1490.0,1.0,Southeast,NC,ROCKY MOUNT,"FIRST MEDIA RADIO, LLC"
WIWA,night_2,0.28094530443195254,WIWA_2_N_as1.kml,28.5675,-81.4272222222222,1270.0,25.0,Southeast,FL,EATONVILLE,"MARC RADIO ORLANDO, LLC"
WERL,day_2,0.32933979749213904,WERL_2_D_as1.kml,45.9755,-89.2456944444444,950.0,0.051,Great Lakes,WI,EAGLE RIVER,"HEARTLAND COMM. LICENSE, LLC"
KGAL,day_0.5,0.8426685186568648,KGAL_0.5_D_as1.kml,44.5734444444445,-122.91925,1580.0,1.0,Pacific Northwest,OR,LEBANON,EADS BROADCASTING CORPORATION
KWIX,day_0.5,2.3125617771875113,KWIX_0.5_D_as1.kml,39.4030833333333,-92.4326944444445,1230.0,0.49,Mid-South,MO,MOBERLY,ALPHA MEDIA LICENSEE LLC
WDBZ,day_2,0.2995288232341409,WDBZ_2_D_as1.kml,39.1142222222222,-84.4921666666667,1230.0,1.0,Great Lakes,OH,CINCINNATI,"BLUE CHIP BROADCASTING LICENSES, LTD"
KWRF,day_2,0.16856702137738466,KWRF_2_D_as1.kml,33.6331666666667,-92.0643055555556,860.0,0.25,Mid-South,AR,WARREN,"PINES BROADCASTING, INC"
KBNP,day_2,0.30668604269158095,KBNP_2_D_as1.kml,45.473333333333294,-122.66,1410.0,5.0,Pacific Northwest,OR,PORTLAND,"KBNP RADIO, INC."
WKBO,night_2,0.07531902031041682,WKBO_2_N_as3.kml,40.2811944444444,-76.8680277777778,1230.0,0.48,Great Lakes,PA,HARRISBURG,"One Heart Ministries, Inc."
WJIL,day_2,0.18318832898512483,WJIL_2_D_as1.kml,39.7222222222222,-90.1952777777778,1550.0,1.0,Great Lakes,IL,JACKSONVILLE,Morgan County Media LLC
KCCB,night_2,0.29199176910333335,KCCB_2_N_as1.kml,36.4,-90.5847222222222,1260.0,1.0,Mid-South,AR,CORNING,"SHIELDS-ADKINS BROADCASTING, INC."
KRVZ,day_2,0.13976070703938603,KRVZ_2_D_as1.kml,34.1381111111111,-109.271472222222,1400.0,1.0,Southwest,AZ,SPRINGERVILLE,WSK FAMILY CREDIT SHELTER TRUST UTA
WGLB,day_0.5,1.3293650721898302,WGLB_0.5_D_as1.kml,43.00891666666671,-88.0350833333333,1560.0,2.5,Great Lakes,WI,ELM GROVE,"JJK MEDIA, LLC"
WCMP,day_2,0.14857230836059898,WCMP_2_D_as1.kml,45.8194444444445,-92.9958333333333,1350.0,1.0,Upper Midwest,MN,PINE CITY,Q Media Properties LLC
KTCS,day_2,0.46282800775952637,KTCS_2_D_as1.kml,35.2777777777778,-94.3763888888889,1410.0,1.0,Mid-South,AR,FORT SMITH,BIG CHIEF BROADCASTING CO.
KBBO,day_2,0.3012046344811097,KBBO_2_D_as1.kml,46.57125,-120.455333333333,1390.0,0.39,Pacific Northwest,WA,YAKIMA,"SMG-YAKIMA, LLC"
WAYN,day_0.5,0.5181734737707302,WAYN_0.5_D_as1.kml,34.9251666666667,-79.7428333333333,900.0,1.0,Southeast,NC,ROCKINGHAM,WAYN INCORPORATED
WNMA,night_2,16.998605003522243,WNMA_2_N_as1.kml,25.9003611111111,-80.3633888888889,1210.0,47.0,Southeast,FL,MIAMI SPRINGS,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KPET,day_2,0.6460662954486907,KPET_2_D_as3.kml,32.7076111111111,-101.936833333333,690.0,0.25,Gulf Coast,TX,LAMESA,DCB LICENSE SUB LLC
KBLU,night_2,1.8045281611848623,KBLU_2_N_as1.kml,32.7233888888889,-114.643555555556,560.0,1.0,Southwest,AZ,YUMA,EDB VV LICENSE LLC
WPTX,night_2,0.7904917360283434,WPTX_2_N_as1.kml,38.2827777777778,-76.5608333333333,1690.0,10.0,Mid-Atlantic,MD,LEXINGTON PARK,"SOMAR COMMUNICATIONS, INC."
KXOX,night_2,0.45294329850003123,KXOX_2_N_as3.kml,32.4877777777778,-100.391944444444,1240.0,1.0,Gulf Coast,TX,SWEETWATER,"Stein Broadcasting Co., Inc."
WWCK,day_2,0.20998494571540505,WWCK_2_D_as1.kml,43.0108611111111,-83.6507777777778,1570.0,0.179,Great Lakes,MI,FLINT,CUMULUS LICENSING LLC
WWRF,day_2,1.9215099047287367,WWRF_2_D_as1.kml,26.6231111111111,-80.0719722222222,1380.0,0.103,Southeast,FL,LAKE WORTH,"RADIO FIESTA, INC."
WMPX,day_0.5,0.8311648328090087,WMPX_0.5_D_as1.kml,43.61475,-84.2208333333333,1490.0,0.98,Great Lakes,MI,MIDLAND,"Black Diamond Broadcast Group, LLC"
WZQZ,night_2,0.31384052406065166,WZQZ_2_N_as1.kml,34.4727777777778,-85.3252777777778,1180.0,5.0,Southeast,GA,TRION,"HS PRODUCTIONS, INC."
KTAP,day_0.5,3.3723075822927058,KTAP_0.5_D_as1.kml,34.98,-120.453333333333,1600.0,0.026,California,CA,SANTA MARIA,EMERALD WAVE MEDIA
WXLW,day_2,0.6915851711528376,WXLW_2_D_as1.kml,39.8514444444444,-86.2444444444444,950.0,0.013,Great Lakes,IN,INDIANAPOLIS,"CREATIVE DATA MANAGEMENT, INC."
KIXL,night_2,0.5336208178196102,KIXL_2_N_as1.kml,30.3204722222222,-97.6238888888889,970.0,1.0,Gulf Coast,TX,DEL VALLE,"RELEVANT RADIO, INC."
KVIN,day_2,0.606181503389962,KVIN_2_D_as1.kml,37.5969444444444,-121.070833333333,920.0,0.5,California,CA,CERES,"Punjabi American Media, LLC"
WMVX,day_0.5,0.35852269153110683,WMVX_0.5_D_as1.kml,42.76175,-71.2697777777778,1110.0,5.0,Northeast,NH,SALEM,Costa-Eagle Radio Ventures LTD. Ptp.
KBEL,day_2,0.14335504407063127,KBEL_2_D_as3.kml,33.8816666666667,-94.8194444444444,1240.0,1.0,Plains,OK,IDABEL,JL Radio LLC
WKAR,day_2,1.9436503372853622,WKAR_2_D_as1.kml,42.706138888888894,-84.47525,870.0,10.0,Great Lakes,MI,EAST LANSING,"BOARD OF TRUSTEES, MICHIGAN STATE UNIVERSITY"
WWRU,day_0.5,5.144645229447633,WWRU_0.5_D_as1.kml,40.8203888888889,-74.0673611111111,1660.0,10.0,Mid-Atlantic,NJ,JERSEY CITY,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KCSR,day_0.5,5.956784222158603,KCSR_0.5_D_as1.kml,42.8322222222222,-103.016666666667,610.0,0.118,Plains,NE,CHADRON,"CHADRAD COMMUNICATIONS, INC."
WDPC,night_2,0.1012151266913861,WDPC_2_N_as1.kml,33.9445555555556,-84.8243888888889,1500.0,3.2,Southeast,GA,DALLAS,"WORD CHRISTIAN BROADCASTING, INC."
KROX,day_2,0.8282905070809647,KROX_2_D_as1.kml,47.79775,-96.5875555555556,1260.0,0.5,Upper Midwest,MN,CROOKSTON,GOPHER COMMUNICATIONS COMPANY
WKEW,day_2,0.11324107693508267,WKEW_2_D_as1.kml,36.0618055555556,-79.7928055555556,1400.0,0.76,Southeast,NC,GREENSBORO,TRUTH BROADCASTING CORPORATION
WIXN,day_0.5,0.8005351322935894,WIXN_0.5_D_as1.kml,41.8272222222222,-89.4863888888889,1460.0,1.0,Great Lakes,IL,DIXON,Shaw Local Radio Co.
WDON,night_2,0.13711115438491106,WDON_2_N_as1.kml,39.01388888888889,-77.0294444444444,1540.0,1.0,Mid-Atlantic,MD,WHEATON,Renovacion Media Group
WIBW,night_2,8.302619127323851,WIBW_2_N_as1.kml,39.0847222222222,-95.7830277777778,580.0,5.0,Plains,KS,TOPEKA,Alpha Media Licensee LLC
WOBX,day_2,0.8481030026450753,WOBX_2_D_as1.kml,35.8646111111111,-75.6496111111111,1530.0,0.25,Southeast,NC,WANCHESE,"EAST CAROLINA RADIO, INC."
WVSA,day_0.5,0.513146898127161,WVSA_0.5_D_as1.kml,33.7958333333333,-88.1175,1380.0,0.039,Gulf Coast,AL,VERNON,"LAMAR COUNTY BROADCASTING COMPANY, INC."
KKNO,night_2,0.6794187892810442,KKNO_2_N_as1.kml,29.8875,-90.0841666666667,750.0,0.25,Gulf Coast,LA,GRETNA,"ROBERT C. BLAKES ENTERPRISES, INC."
KDUS,night_2,1.6239290731027722,KDUS_2_N_as1.kml,33.362,-111.968194444444,1060.0,0.5,Southwest,AZ,TEMPE,"Phoenix FCC License Sub, LLC"
WPCI,day_0.5,0.2265890141716227,WPCI_0.5_D_as1.kml,34.9084444444444,-82.3445555555555,1490.0,1.0,Southeast,SC,GREENVILLE,"PAPER CUTTERS, INC."
WBEX,day_2,0.09382895228918642,WBEX_2_D_as3.kml,39.3311111111111,-82.9969444444445,1490.0,1.0,Great Lakes,OH,CHILLICOTHE,"IHM LICENSES, LLC"
KITE,day_0.5,3.966229823709,KITE_0.5_D_as1.kml,28.7788888888889,-97.0038888888889,1410.0,0.5,Gulf Coast,TX,VICTORIA,"VICTORIA RADIOWORKS, LLC"
WPAD,day_2,0.1695029375841841,WPAD_2_D_as1.kml,37.0522777777778,-88.6008888888889,1560.0,1.0,Mid-South,KY,PADUCAH,"BRISTOL BROADCASTING COMPANY, INC."
KVFD,night_2,0.6498845191672444,KVFD_2_N_as3.kml,42.4788888888889,-94.2027777777778,1400.0,0.85,Plains,IA,FORT DODGE,Alpha 3E Licensee LLC
KJR,day_2,1.654449176043272,KJR_2_D_as1.kml,47.4331666666667,-122.468472222222,950.0,50.0,Pacific Northwest,WA,SEATTLE,"IHM LICENSES, LLC"
WCVP,night_2,0.3566223783418536,WCVP_2_N_as1.kml,35.0666666666667,-83.9994444444445,600.0,1.0,Southeast,NC,MURPHY,CHEROKEE BROADCASTING COMPANY
WWFE,day_2,26.1969656762667,WWFE_2_D_as1.kml,25.8575,-80.4811111111111,670.0,50.0,Southeast,FL,MIAMI,"HISPANOS COMMUNICATIONS, LLC"
WPIC,day_0.5,2.99107314273715,WPIC_0.5_D_as1.kml,41.2195,-80.4734166666667,790.0,1.3,Great Lakes,PA,SHARON,CUMULUS LICENSING LLC
KBPS,night_2,0.11442133295349777,KBPS_2_N_as1.kml,45.5272222222222,-122.650833333333,1450.0,1.0,Pacific Northwest,OR,PORTLAND,"School District #1, Multnomah County, OR"
WAOC,day_2,5.231652948772535,WAOC_2_D_as1.kml,29.8505277777778,-81.3300833333333,1420.0,2.0,Southeast,FL,ST. AUGUSTINE,"Good Tidings Trust, Inc."
WPBR,night_2,1.5026043593534268,WPBR_2_N_as3.kml,26.6203333333333,-80.0805833333333,1340.0,0.81,Southeast,FL,LANTANA,PALM BEACH RADIO GROUP LLC
KCAA,day_2,0.29706388316117227,KCAA_2_D_as1.kml,33.9894722222222,-117.186972222222,1050.0,1.4,California,CA,LOMA LINDA,"BROADCASTING MANAGEMENT SERVICES, INC"
WWTX,night_2,0.26999268075451255,WWTX_2_N_as1.kml,39.7341666666667,-75.5288888888889,1290.0,0.032,Mid-Atlantic,DE,WILMINGTON,"IHM LICENSES, LLC"
WLW,day_2,7.957680773339234,WLW_2_D_as3.kml,39.3530555555556,-84.325,700.0,50.0,Great Lakes,OH,CINCINNATI,"IHM LICENSES, LLC"
KTMZ,night_2,0.09548914839979261,KTMZ_2_N_as1.kml,34.0197222222222,-117.7175,1220.0,0.25,California,CA,POMONA,Lotus Los Angeles Corp.
WTOC,day_2,0.09254439384676516,WTOC_2_D_as1.kml,41.0395277777778,-74.7382222222222,1360.0,0.32,Mid-Atlantic,NJ,NEWTON,"CENTRO BIBLICO OF NJ, INC."
WFEA,day_2,0.09032596566248685,WFEA_2_D_as1.kml,42.9073055555556,-71.462,1370.0,5.0,Northeast,NH,MANCHESTER,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC"
WMDB,night_2,0.47761932481080294,WMDB_2_N_as1.kml,36.212,-86.8191666666667,880.0,0.002,Mid-South,TN,NASHVILLE,"TBLC MEDIA #2, LLC"
WPJM,night_2,0.1605887339101173,WPJM_2_N_as1.kml,34.9359444444444,-82.1934444444445,800.0,0.5,Southeast,SC,GREER,"FULL GOSPEL WPJM 800 AM RADIO, INC."
WHOC,night_2,0.051785569405183196,WHOC_2_N_as3.kml,32.7644444444444,-89.13,1490.0,1.0,Gulf Coast,MS,PHILADELPHIA,"WHOC, INC."
KALL,day_2,6.98292687383946,KALL_2_D_as1.kml,40.89133333333329,-111.942166666667,700.0,10.0,Rockies,UT,NORTH SALT LAKE CITY,"Broadway Media LS, LLC"
KERV,night_2,0.32388655887916684,KERV_2_N_as3.kml,30.0705555555556,-99.1852777777778,1230.0,0.99,Gulf Coast,TX,KERRVILLE,"JAM BROADCASTING, LLC"
WSVS,day_2,0.5635954414028674,WSVS_2_D_as1.kml,37.1954444444444,-78.1666666666667,800.0,10.0,Mid-Atlantic,VA,CREWE,GEE COMMUNICATIONS INC.
WGCD,day_0.5,0.34713485167594627,WGCD_0.5_D_as1.kml,34.6981944444444,-81.20175,1490.0,0.65,Southeast,SC,CHESTER,"WISDOM, LLC"
KSTP,day_0.5,4.152486824197695,KSTP_0.5_D_as1.kml,45.0255277777778,-93.0518888888889,1500.0,50.0,Upper Midwest,MN,ST. PAUL,"KSTP-AM, LLC"
WELC,day_2,0.1905048362677917,WELC_2_D_as1.kml,37.4169444444444,-81.6161111111111,1150.0,5.0,Mid-Atlantic,WV,WELCH,"FIRST MEDIA SERVICES, LLC"
WBOJ,night_2,0.2633786744554527,WBOJ_2_N_as1.kml,32.4651388888889,-85.0227222222222,1270.0,0.237,Southeast,GA,COLUMBUS,"88.5 THE TRUTH, INC."
WRPM,night_2,0.12953495664987713,WRPM_2_N_as1.kml,30.8154722222222,-89.5067222222222,1170.0,1.0,Gulf Coast,MS,POPLARVILLE,"JLE, Incorporated"
WQKR,day_0.5,0.48775426438078284,WQKR_0.5_D_as1.kml,36.6111666666667,-86.5811111111111,1270.0,0.043,Mid-South,TN,PORTLAND,VENTURE BROADCASTING LLC
WOBT,day_0.5,0.7543545040534809,WOBT_0.5_D_as1.kml,45.6282777777778,-89.3940277777778,1240.0,1.0,Great Lakes,WI,RHINELANDER,"NRG LICENSE SUB, LLC"
KPBI,night_2,0.29065334575716406,KPBI_2_N_as1.kml,36.04063888888889,-94.27575,1250.0,0.045,Mid-South,AR,FAYETTEVILLE,"KTV MEDIA, LLC"
WGL,day_0.5,1.576866529416293,WGL_0.5_D_as1.kml,41.0211666666667,-85.16275,1250.0,0.3,Great Lakes,IN,FORT WAYNE,
WEEB,day_2,0.31131243461277336,WEEB_2_D_as1.kml,35.1961111111111,-79.4127777777778,990.0,10.0,Southeast,NC,SOUTHERN PINES,PINEHURST BROADCASTING CORP.
KEYQ,day_2,0.40455391502473503,KEYQ_2_D_as1.kml,36.7410555555556,-119.854305555556,980.0,0.5,California,CA,FRESNO,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC."
KUHL,day_2,2.7197410530643538,KUHL_2_D_as1.kml,34.9838888888889,-120.452777777778,1440.0,5.0,California,CA,SANTA MARIA,
